Price,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Turbo,ID
20385,MERCEDES-BENZ,E 220,2006,Sedan,True,Diesel,2.2,210000,4.0,Tiptronic,Rear,5,Left,True,25
14454,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,158787,4.0,Automatic,Front,5,Left,False,28
12074,TOYOTA,Highlander,2009,Jeep,True,Hybrid,3.3,420550,6.0,Automatic,4x4,5,Left,False,29
15681,MERCEDES-BENZ,Vito,2007,Goods wagon,False,Diesel,2.0,180000,6.0,Manual,Rear,5,Left,True,30
19444,PORSCHE,Cayenne,2014,Jeep,True,Diesel,3.0,175056,6.0,Automatic,4x4,5,Left,False,31
6899,BMW,X5,2000,Jeep,True,CNG,4.4,200000,8.0,Automatic,4x4,5,Left,False,32
24462,JEEP,Grand Cherokee,2007,Jeep,True,Diesel,3.0,250000,6.0,Tiptronic,4x4,5,Left,True,34
23235,HYUNDAI,Santa FE,2011,Jeep,True,Diesel,2.0,162000,4.0,Automatic,Front,5,Left,False,35
51746,TOYOTA,CHR Limited,2019,Jeep,False,Petrol,2.0,10200,4.0,Tiptronic,Front,5,Left,False,36
7527,HONDA,FIT,2010,Hatchback,False,Hybrid,1.3,158000,4.0,Automatic,Front,5,Right,False,37
19121,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,103490,4.0,Automatic,Front,5,Left,False,38
24462,TOYOTA,Camry,2013,Sedan,True,Petrol,2.4,203200,4.0,Automatic,Front,5,Left,False,40
45734,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,61057,4.0,Automatic,Front,5,Left,False,41
20165,VOLKSWAGEN,Jetta,2016,Sedan,True,Petrol,1.4,11200,4.0,Tiptronic,Front,5,Left,True,42
21326,HYUNDAI,Sonata,2014,Sedan,True,Hybrid,2.4,141000,4.0,Tiptronic,Front,5,Left,False,43
549,PORSCHE,Cayenne,2010,Jeep,True,Petrol,3.6,160259,6.0,Automatic,4x4,5,Left,False,44
15681,TOYOTA,Prius C,2012,Hatchback,False,Hybrid,1.5,128000,4.0,Variator,Front,5,Left,False,46
55390,HYUNDAI,Santa FE,2017,Jeep,True,Diesel,2.0,100734,4.0,Automatic,Front,5,Left,False,47
12544,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,141500,4.0,Automatic,Front,5,Right,False,48
17249,FORD,Escape Hybrid,2008,Jeep,False,Hybrid,2.3,147000,4.0,Variator,4x4,5,Left,False,49
34889,HONDA,Civic,2016,Sedan,True,Petrol,2.0,87768,4.0,Automatic,Front,5,Left,False,50
862,AUDI,Q7,2015,Jeep,True,Petrol,3.0,264014,6.0,Automatic,4x4,5,Left,False,51
14583,RENAULT,Megane 1.5CDI,2008,Sedan,False,Diesel,1.5,132542,4.0,Manual,Front,5,Left,True,52
8781,MERCEDES-BENZ,C 180,2001,Coupe,False,Petrol,2.0,260000,4.0,Manual,Rear,3,Left,False,55
87112,MERCEDES-BENZ,GLA 250,2019,Jeep,True,Petrol,2.0,5323,4.0,Tiptronic,4x4,5,Left,True,56
1411,NISSAN,Juke,2015,Jeep,True,Petrol,1.6,87112,4.0,Automatic,4x4,5,Left,False,57
23521,CHEVROLET,Cruze LT,2018,Sedan,False,Petrol,1.4,22000,4.0,Automatic,Front,5,Left,True,59
16935,FORD,Fusion,2013,Sedan,False,Petrol,1.6,83000,4.0,Tiptronic,Front,5,Left,True,60
10349,TOYOTA,VOXY,2007,Minivan,True,Petrol,2.4,170000,4.0,Automatic,Front,5,Right,False,61
7213,NISSAN,Juke,2013,Jeep,True,Petrol,1.6,312118,4.0,Automatic,Front,5,Left,False,62
5331,MERCEDES-BENZ,A 160,2004,Sedan,False,Petrol,1.6,130000,4.0,Tiptronic,Front,5,Left,False,63
20526,HYUNDAI,Tucson,2013,Jeep,True,Diesel,2.0,200279,4.0,Automatic,Front,5,Left,False,64
9722,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,719847,4.0,Automatic,Front,5,Left,False,65
34657,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,154672,4.0,Automatic,Front,5,Left,False,66
36564,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,110969,4.0,Automatic,Front,5,Left,False,67
5488,TOYOTA,Vitz,2001,Hatchback,False,Petrol,1.5,210000,4.0,Manual,Front,5,Right,False,69
30063,HYUNDAI,H1,2015,Universal,True,Diesel,2.5,148105,4.0,Automatic,Front,5,Left,False,70
15800,CHEVROLET,Captiva,2011,Jeep,True,Diesel,2.2,255456,4.0,Automatic,Front,5,Left,False,71
43952,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,111643,4.0,Automatic,Front,5,Left,False,72
53154,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,84506,4.0,Automatic,Front,5,Left,False,73
14740,TOYOTA,Prius,2011,Hatchback,False,Hybrid,1.8,288000,4.0,Automatic,Front,5,Left,False,74
42337,FORD,Mustang,2016,Cabriolet,True,Petrol,2.3,75000,4.0,Tiptronic,Rear,3,Left,True,75
3763,MERCEDES-BENZ,ML 350,2014,Jeep,True,Petrol,3.5,94362,6.0,Automatic,Rear,5,Left,False,76
18189,TOYOTA,Prius,2012,Sedan,False,Petrol,1.8,175000,4.0,Automatic,Front,5,Left,False,77
862,LEXUS,GX 470,2008,Jeep,True,Petrol,4.7,263190,8.0,Automatic,4x4,5,Left,False,78
5645,TOYOTA,Highlander,2010,Jeep,True,Hybrid,3.3,264877,6.0,Automatic,4x4,5,Left,False,80
7527,TOYOTA,Yaris,2019,Sedan,True,Petrol,1.5,27656,4.0,Automatic,Front,5,Left,False,81
21953,HONDA,Civic,2014,Sedan,False,Hybrid,1.4,16000,8.0,Automatic,4x4,5,Right,False,82
21953,TOYOTA,Camry,2012,Sedan,False,Petrol,2.5,195053,4.0,Automatic,Front,5,Left,False,84
19121,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,121362,4.0,Automatic,Front,5,Left,False,85
36065,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,69191,4.0,Automatic,Front,5,Left,False,86
8781,HONDA,FIT,2012,Hatchback,True,Hybrid,1.3,83000,4.0,Tiptronic,Front,5,Right,False,87
6247,CHEVROLET,Cruze,2010,Sedan,True,Petrol,1.8,40772,4.0,Automatic,Front,5,Left,False,88
16289,CHEVROLET,Orlando,2012,Jeep,True,Diesel,2.0,172000,4.0,Automatic,Front,5,Left,False,89
77775,MERCEDES-BENZ,GL 63 AMG,2014,Jeep,True,Petrol,5.5,433811,8.0,Automatic,4x4,5,Left,False,90
2822,BMW,520 Vanos,1995,Sedan,True,Petrol,2.0,350000,6.0,Manual,Rear,5,Left,False,91
549,SUBARU,Forester,2012,Jeep,True,Petrol,2.5,148213,4.0,Automatic,4x4,5,Left,False,92
6981,DAEWOO,Lacetti,2008,Sedan,True,Petrol,2.0,103246,4.0,Automatic,Front,5,Left,False,93
27284,HYUNDAI,Elantra,2016,Sedan,False,Petrol,2.0,105394,4.0,Tiptronic,Front,5,Left,False,94
32929,BMW,428 Sport Line,2013,Coupe,True,Petrol,2.0,160000,4.0,Automatic,Rear,3,Left,True,95
18817,NISSAN,Patrol,1990,Jeep,False,Diesel,2.8,333333,4.0,Manual,Rear,5,Left,True,96
15053,MERCEDES-BENZ,E 320,2004,Sedan,True,Petrol,3.2,214000,6.0,Tiptronic,Rear,5,Left,False,98
15458,HYUNDAI,Genesis,2009,Coupe,True,Petrol,2.0,123346,4.0,Automatic,Front,5,Left,False,99
2901,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,80827,4.0,Automatic,Front,5,Left,False,100
706,PORSCHE,911,2013,Coupe,True,Petrol,3.8,64464,6.0,Automatic,Rear,3,Left,False,101
15681,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,5,Left,False,103
26657,MERCEDES-BENZ,Sprinter,2004,Microbus,False,Diesel,2.2,300000,4.0,Manual,Rear,5,Left,True,104
10663,TOYOTA,Prius,2007,Hatchback,False,Petrol,1.5,318400,4.0,Automatic,Front,5,Left,False,105
12858,FORD,Focus SE,2015,Sedan,False,Petrol,2.0,91200,4.0,Automatic,Front,5,Left,False,106
1019,BMW,X5,2013,Jeep,True,Diesel,3.0,137802,6.0,Automatic,4x4,5,Left,False,107
549,BMW,535,2013,Sedan,True,Hybrid,3.0,151586,6.0,Automatic,Rear,5,Left,False,108
12858,KIA,Picanto,2016,Hatchback,False,Petrol,1.2,107000,4.0,Manual,Front,5,Left,False,109
15000,BMW,328,2008,Sedan,True,CNG,3.0,210408,6.0,Tiptronic,Rear,5,Left,False,110
85553,FORD,Explorer,2017,Jeep,True,Petrol,2.3,100567,4.0,Automatic,Front,5,Left,False,111
44752,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,86000,4.0,Automatic,Front,5,Left,False,112
17158,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,122740,4.0,Automatic,Front,5,Left,False,113
12231,MITSUBISHI,Airtrek,2005,Jeep,False,LPG,2.4,144000,4.0,Tiptronic,4x4,5,Right,False,114
11917,MERCEDES-BENZ,E 500 AMG,2003,Sedan,True,Petrol,5.0,150000,12.0,Tiptronic,Rear,5,Right,False,115
1254,MITSUBISHI,Lancer,1997,Sedan,False,Petrol,1.3,100000,4.0,Manual,Rear,5,Left,False,116
25591,SSANGYONG,Korando,2013,Jeep,True,Diesel,2.0,85704,4.0,Automatic,Front,5,Left,False,118
14897,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.0,58962,4.0,Automatic,Front,5,Left,False,119
23521,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,90000,4.0,Tiptronic,Front,5,Left,False,120
3450,RENAULT,Clio,1995,Hatchback,False,Petrol,1.2,50000,3.0,Manual,Front,3,Left,False,121
1019,TOYOTA,Highlander,2009,Sedan,True,Hybrid,3.3,318358,6.0,Automatic,4x4,5,Left,False,123
16935,FORD,Fusion,2015,Sedan,True,Petrol,2.0,71454,4.0,Automatic,Front,5,Left,False,124
11604,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,346470,4.0,Automatic,Front,5,Left,False,126
51965,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,59515,4.0,Automatic,Front,5,Left,False,127
706,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,115312,4.0,Automatic,Front,5,Left,False,128
9408,MERCEDES-BENZ,C 220,1999,Sedan,False,Diesel,2.2,111111,4.0,Manual,Rear,5,Left,True,129
13328,HYUNDAI,H1,2008,Minivan,True,Diesel,2.5,74444,4.0,Automatic,Front,5,Left,False,130
17876,NISSAN,Serena,2012,Minivan,False,Petrol,2.0,143000,4.0,Tiptronic,Front,5,Right,False,131
549,NISSAN,Maxima,2004,Sedan,True,Petrol,3.5,299709,6.0,Automatic,Front,5,Left,False,132
20071,TOYOTA,RAV 4,2008,Jeep,False,Petrol,2.4,135000,4.0,Automatic,4x4,5,Left,False,133
22894,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,124444,4.0,Automatic,Front,5,Left,False,134
2901,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,146403,4.0,Automatic,Front,5,Left,False,135
15681,MITSUBISHI,Pajero,1997,Jeep,False,Petrol,2.4,142000,4.0,Automatic,4x4,3,Left,False,136
39829,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8.0,Automatic,4x4,5,Left,False,137
706,LEXUS,GX 460,2015,Jeep,True,Petrol,4.6,102907,8.0,Automatic,4x4,5,Left,False,138
18660,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.4,130000,4.0,Tiptronic,Front,5,Left,False,139
22580,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,50930,4.0,Automatic,Rear,5,Left,False,140
11604,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,264872,4.0,Automatic,Front,5,Left,False,141
5488,GMC,TERRAIN,2013,Jeep,True,Petrol,2.4,138958,4.0,Automatic,Front,5,Left,False,143
18817,TOYOTA,Camry,2018,Sedan,True,Hybrid,2.5,35058,4.0,Automatic,Front,5,Left,False,145
21169,HONDA,Hr-v EX,2015,Jeep,False,Petrol,1.8,33330,4.0,Automatic,4x4,5,Left,False,146
9095,FIAT,500,2011,Coupe,False,Petrol,1.2,141000,4.0,Automatic,Front,3,Right,False,147
1568,VOLKSWAGEN,Jetta,2014,Sedan,True,Diesel,2.0,82392,4.0,Automatic,Front,5,Left,False,148
3136,SUBARU,Legacy,2005,Goods wagon,False,Petrol,2.0,180000,6.0,Tiptronic,4x4,5,Right,True,149
17876,HYUNDAI,Elantra sport limited,2013,Sedan,True,Petrol,1.8,117920,4.0,Tiptronic,Front,5,Left,False,150
11290,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,279787,4.0,Automatic,Front,5,Left,False,151
36065,TOYOTA,Sienna,2010,Minivan,True,Petrol,3.5,227200,6.0,Tiptronic,Front,5,Left,False,152
862,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,130478,4.0,Automatic,Front,5,Left,False,153
21395,HYUNDAI,H1,2012,Universal,True,Diesel,2.5,166144,4.0,Automatic,Front,5,Left,False,154
15681,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,258706,4.0,Automatic,Front,5,Left,False,155
627,CHEVROLET,Volt,2012,Jeep,True,Hybrid,1.4,188419,4.0,Automatic,Front,5,Left,False,156
40070,TOYOTA,Aqua,2016,Hatchback,True,Petrol,1.5,25807,4.0,Automatic,Front,5,Left,False,157
11917,MERCEDES-BENZ,A 170,2008,Hatchback,False,Petrol,1.7,180000,4.0,Automatic,Front,5,Left,False,158
72130,LEXUS,NX 300,2018,Jeep,True,Petrol,2.0,18918,4.0,Tiptronic,Front,5,Left,True,159
35927,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,137267,4.0,Automatic,Front,5,Left,False,160
21012,TOYOTA,Prius,2014,Sedan,False,Hybrid,1.8,160000,4.0,Automatic,4x4,5,Left,False,161
21012,TOYOTA,Tacoma,2018,Sedan,True,Petrol,3.5,27358,6.0,Automatic,Front,5,Left,False,162
13172,KIA,Carnival grand,2009,Minivan,True,Diesel,2.9,84176,4.0,Automatic,Front,5,Left,False,163
15624,HYUNDAI,Genesis,2011,Coupe,True,Petrol,2.0,107005,4.0,Automatic,Front,5,Left,False,164
4547,OPEL,Vectra,1997,Sedan,False,Petrol,1.6,15000,4.0,Manual,Front,5,Left,False,165
5488,INFINITI,QX60,2015,Jeep,True,Petrol,3.5,124154,6.0,Automatic,4x4,5,Left,False,166
20005,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,104997,4.0,Automatic,Front,5,Left,False,167
36110,VOLKSWAGEN,Passat,2017,Sedan,True,Petrol,1.8,27728,6.0,Tiptronic,Front,5,Left,False,168
7840,MERCEDES-BENZ,E 240 E 240,1998,Sedan,True,Petrol,2.4,777777,6.0,Manual,Rear,5,Left,False,169
43880,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,113700,4.0,Automatic,Front,5,Left,False,172
29479,MERCEDES-BENZ,C 250,2014,Sedan,True,Petrol,1.8,69000,4.0,Tiptronic,Rear,5,Left,True,173
17249,TOYOTA,Camry,2011,Sedan,True,Hybrid,2.5,152000,4.0,Variator,Front,5,Left,False,174
9408,TOYOTA,Vitz funkargo,2003,Universal,False,Petrol,1.5,181926,4.0,Automatic,4x4,5,Right,False,175
44213,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,50255,4.0,Automatic,Front,5,Left,False,176
8467,BMW,325,2001,Sedan,True,Petrol,2.5,252800,6.0,Manual,Rear,5,Left,False,177
627,AUDI,A6,2014,Sedan,True,Petrol,3.0,164488,6.0,Automatic,4x4,5,Left,False,178
21950,FORD,Transit,2011,Goods wagon,False,Diesel,2.4,125000,4.0,Manual,4x4,5,Left,True,179
706,FIAT,500,2012,Hatchback,True,Petrol,1.4,164574,4.0,Automatic,Front,5,Left,False,180
3136,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,156992,4.0,Automatic,Front,5,Left,False,181
9408,MITSUBISHI,Pajero,1998,Jeep,False,Petrol,3.5,11000,6.0,Tiptronic,4x4,5,Right,True,183
31500,NISSAN,Pathfinder,2010,Jeep,True,LPG,4.0,90200,6.0,Tiptronic,4x4,5,Left,False,184
20385,MITSUBISHI,Delica,2005,Minivan,True,Petrol,3.0,184000,6.0,Automatic,4x4,5,Right,False,185
7840,MERCEDES-BENZ,Vaneo,2004,Universal,False,LPG,1.9,170000,4.0,Tiptronic,Front,5,Left,False,188
56450,TOYOTA,Camry Se,2018,Sedan,True,Petrol,2.5,25000,4.0,Tiptronic,Front,5,Left,False,189
1490,VOLKSWAGEN,Jetta,2014,Universal,True,Diesel,2.0,113214,4.0,Automatic,Front,5,Left,False,190
627,TOYOTA,Tacoma,2012,Sedan,True,Petrol,2.7,394069,4.0,Automatic,Rear,5,Left,False,191
13172,HONDA,Cr-v,2002,Jeep,False,Petrol,2.4,260000,4.0,Automatic,4x4,5,Left,False,193
19757,NISSAN,Patrol Y60,1990,Jeep,False,Diesel,2.8,222222,4.0,Manual,Rear,5,Left,True,194
4704,AUDI,A7,2013,Hatchback,True,Petrol,3.0,301707,6.0,Automatic,4x4,5,Left,False,195
706,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.4,175827,4.0,Automatic,Front,5,Left,False,196
5802,MERCEDES-BENZ,E 350,2013,Sedan,True,Diesel,3.5,107800,6.0,Automatic,Rear,5,Left,False,197
25716,TOYOTA,Camry,2014,Sedan,False,Petrol,2.5,115200,4.0,Automatic,Front,5,Left,False,198
14426,CHEVROLET,Orlando,2012,Jeep,True,LPG,2.0,132036,4.0,Automatic,Front,5,Left,False,199
10820,TOYOTA,RAV 4,2001,Jeep,False,Petrol,2.0,91000,4.0,Automatic,4x4,3,Right,False,200
45436,FORD,Explorer,2011,Jeep,True,Petrol,3.5,129177,4.0,Automatic,Front,5,Left,False,201
11917,HYUNDAI,I30,2008,Hatchback,False,Diesel,1.6,201000,4.0,Manual,Front,5,Left,False,202
41281,HYUNDAI,Santa FE,2015,Jeep,True,Diesel,2.0,185811,4.0,Automatic,Front,5,Left,False,203
4391,NISSAN,Altima,1998,Sedan,False,Petrol,2.4,358400,4.0,Manual,Front,5,Left,False,204
3058,PORSCHE,Cayenne,2018,Sedan,True,Petrol,3.6,28968,6.0,Automatic,4x4,5,Left,False,205
3700,ALFA ROMEO,147,2001,Coupe,True,Petrol,1.8,240000,4.0,Manual,Front,3,Left,False,206
15681,SUZUKI,Grand Vitara,2008,Jeep,False,Petrol,1.6,98000,4.0,Automatic,4x4,3,Left,False,207
6586,LEXUS,CT 200h,2011,Hatchback,True,Hybrid,1.8,122302,4.0,Automatic,Front,5,Left,False,208
12544,TOYOTA,Prius,2007,Hatchback,False,Hybrid,1.5,140000,4.0,Automatic,Front,5,Left,False,209
30063,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,120000,4.0,Automatic,Front,5,Left,False,210
72130,PORSCHE,Panamera,2010,Hatchback,True,Petrol,4.8,196800,8.0,Tiptronic,4x4,5,Left,False,211
21639,HYUNDAI,Veloster,2015,Hatchback,False,Petrol,1.6,17200,4.0,Tiptronic,Front,3,Left,False,212
36692,TOYOTA,RAV 4 XLE Sport,2013,Jeep,False,Petrol,2.5,120000,4.0,Tiptronic,Front,5,Left,False,213
12231,TOYOTA,Aqua,2014,Hatchback,False,Hybrid,1.5,66000,4.0,Variator,Front,5,Right,False,215
3136,TOYOTA,Sienta,2004,Sedan,False,Petrol,1.5,300000,4.0,Variator,Front,5,Right,False,216
10663,TOYOTA,Prius,2009,Sedan,True,Hybrid,1.8,230000,4.0,Variator,Front,5,Left,False,217
5620,HONDA,FIT,2013,Hatchback,True,Petrol,1.3,110467,4.0,Automatic,Front,5,Left,False,218
19130,MERCEDES-BENZ,CLS 550,2010,Sedan,True,Petrol,5.5,157000,4.0,Automatic,Front,5,Left,False,219
9408,HONDA,FIT,2012,Hatchback,False,Hybrid,1.3,64000,4.0,Variator,Front,5,Right,False,220
15367,VOLKSWAGEN,Passat,2013,Sedan,True,Diesel,2.0,179200,4.0,Tiptronic,Front,5,Left,True,222
5959,CHEVROLET,Avalanche,2011,Sedan,True,Petrol,5.3,246976,8.0,Automatic,Front,5,Left,False,223
26594,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,179918,4.0,Automatic,Front,5,Left,False,224
36065,TOYOTA,Avalon LIMITED,2013,Sedan,True,Hybrid,2.5,92200,4.0,Tiptronic,Front,5,Left,False,225
26343,KIA,Cerato K3,2016,Sedan,True,Diesel,1.6,29000,4.0,Tiptronic,Front,5,Left,True,226
549,MAZDA,CX-7,2011,Sedan,True,Petrol,2.5,216550,4.0,Automatic,Front,5,Left,False,227
6000,JEEP,Grand Cherokee,1993,Jeep,False,Petrol,4.0,240000,6.0,Automatic,4x4,5,Left,False,228
40142,LEXUS,GX 470,2010,Jeep,True,Petrol,4.6,357246,8.0,Automatic,4x4,5,Left,False,229
14000,HYUNDAI,Elantra,2013,Sedan,False,Petrol,1.8,50000,4.0,Tiptronic,Front,5,Left,False,230
17923,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,127842,4.0,Automatic,Front,5,Left,False,231
54518,HYUNDAI,Tucson,2017,Jeep,True,Petrol,1.6,40193,4.0,Automatic,Front,5,Left,False,232
10349,OPEL,Astra G,2003,Hatchback,False,Petrol,1.6,180000,4.0,Manual,Front,5,Left,False,233
8154,TOYOTA,Ist,2002,Hatchback,False,Petrol,1.3,115000,4.0,Automatic,Front,5,Right,False,234
7527,VOLKSWAGEN,Passat,2013,Sedan,True,Diesel,2.0,132310,4.0,Automatic,Front,5,Left,False,236
3450,TOYOTA,Camry,2017,Sedan,True,Petrol,2.5,60762,4.0,Automatic,Front,5,Left,False,237
22063,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,142264,4.0,Automatic,Front,5,Left,False,238
2901,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,146403,4.0,Automatic,Front,5,Left,False,239
4704,TOYOTA,Corolla,2013,Sedan,True,Petrol,1.8,227371,4.0,Automatic,Front,5,Left,False,240
5331,VOLKSWAGEN,Passat,2002,Sedan,True,Petrol,2.8,175000,6.0,Manual,Front,5,Left,False,241
941,VOLKSWAGEN,Jetta,2012,Sedan,True,Diesel,2.0,203440,4.0,Automatic,Front,5,Left,False,242
16900,HONDA,FIT,2013,Hatchback,True,Petrol,1.5,70000,4.0,Automatic,Front,5,Left,False,243
18189,NISSAN,Rogue,2010,Jeep,True,Petrol,2.5,122000,4.0,Automatic,4x4,5,Left,False,244
5331,MAZDA,MPV,2000,Minivan,False,Petrol,2.5,127000,4.0,Automatic,Front,5,Left,False,245
42651,MERCEDES-BENZ,GLA 250,2017,Jeep,True,Petrol,2.0,44995,4.0,Automatic,4x4,5,Left,False,246
15524,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,122324,4.0,Automatic,Front,5,Left,False,247
17249,BMW,530,2007,Sedan,True,Petrol,3.0,111111,6.0,Tiptronic,Rear,5,Left,False,248
73071,LEXUS,GS 350,2013,Sedan,True,Petrol,3.5,56000,6.0,Tiptronic,Rear,5,Left,False,249
862,FORD,Fusion,2014,Sedan,True,Hybrid,2.0,186048,4.0,Automatic,Front,5,Left,False,250
28909,HYUNDAI,Elantra,2017,Sedan,True,Diesel,1.6,98000,4.0,Automatic,Front,5,Left,False,251
8467,HYUNDAI,Sonata,2012,Sedan,True,LPG,2.0,573249,4.0,Automatic,Front,5,Left,False,252
14426,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,169024,4.0,Automatic,Front,5,Left,False,254
9000,VOLKSWAGEN,Sharan,2011,Minivan,False,Petrol,1.4,126000,4.0,Automatic,Front,5,Right,False,255
30734,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,200179,6.0,Automatic,4x4,5,Left,False,256
22580,TOYOTA,Camry,2013,Sedan,True,Petrol,2.5,156666,4.0,Automatic,Front,5,Left,False,257
862,CHEVROLET,Volt,2014,Jeep,True,Hybrid,1.4,133195,4.0,Automatic,Front,5,Left,False,258
7464,HONDA,FIT,2014,Hatchback,True,Hybrid,1.3,114950,4.0,Automatic,Front,5,Left,False,259
1333,FORD,Fusion,2016,Sedan,True,Petrol,2.5,154850,4.0,Automatic,Front,5,Left,False,260
59865,HYUNDAI,Tucson,2019,Jeep,True,Diesel,1.6,13000,4.0,Automatic,Front,5,Left,False,261
49237,TOYOTA,Tacoma,2017,Jeep,True,Petrol,2.7,94262,4.0,Automatic,Rear,5,Left,False,262
68223,HYUNDAI,H1,2018,Universal,True,Diesel,2.5,27406,4.0,Automatic,Front,5,Left,False,263
